--Removing Trade Evolutions--
Made POLIWHIRL evolve into POLITOED at level 37
Made KADABRA evolve into ALAKAZAM at level 37
Made MACHOKE evolve into MACHAMP at level 37
Made GRAVELER evolve into GOLEM at level 37
Made SLOWPOKE evolve into SLOWKING using a PEDRA ÁGUA
Made HAUNTER evolve into GENGAR at level 37
Made ONIX evolve into STEELIX at level 30
Made SEADRA evolve into KINGDRA at level 40
Made SCYTHER evolve into SCIZOR at level 30
Made PORYGON evolve into PORYGON2 at level 30
Made CLAMPERL evolve into HUNTAIL at level 30
Made CLAMPERL evolve into GOREBYSS using a PEDRA ÁGUA

--Condensed Level Evolutions--
RHYHORN now evolves into RHYDON at minimum level 40
HORSEA now evolves into SEADRA at minimum level 30
DRAGONAIR now evolves into DRAGONITE at minimum level 40
PUPITAR now evolves into TYRANITAR at minimum level 40
ARON now evolves into LAIRON at minimum level 30
LAIRON now evolves into AGGRON at minimum level 40
TRAPINCH now evolves into VIBRAVA at minimum level 30
VIBRAVA now evolves into FLYGON at minimum level 40
SNORUNT now evolves into GLALIE at minimum level 40
SPHEAL now evolves into SEALEO at minimum level 30
SEALEO now evolves into WALREIN at minimum level 40
SHELGON now evolves into SALAMENCE at minimum level 40
METANG now evolves into METAGROSS at minimum level 40

--Patching for National Dex at Start of Game--
Patch successful!

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
024 Arbok      : ÁCIDO at level 1, POLUIÇÄO at level 1, RECUPERAÇÄO at level 1, LODO at level 1, TÓXICO at level 8, CRESCIMENTO at level 13, SOCO COMETA at level 20, DANÇA at level 28, GARRA METAL at level 38, CAMUFLAGEM at level 46, RABO VENENO at level 46, EST. CADENTE at level 46, LAMA ESPORTE at level 56
025 Pikachu    : SHOCK TROVÄO at level 1, CARGA at level 1, MASTIGAR at level 1, SOCO TROVÄO at level 1, ARMAD. ÁCIDA at level 6, TROVÄO at level 8, DANÇA at level 11, FAÏSCA at level 15, ESPIRAR at level 20, ENGOLIR at level 26, BATER at level 33, ONDA CHOQUE at level 41, AFIAR at level 50
026 Raichu     : SHOCK TROVÄO at level 1, CARGA at level 1, AGUARDAR at level 1, SOCO TROVÄO at level 1
027 Sandshrew  : ESFORÇO at level 1, OSSO RÁPIDO at level 1, AGARRAMENTO at level 1, CLAVA OSSO at level 1, PULSO ÁGUA at level 6, ATAQUE AREIA at level 11, ESPINHOS at level 17, TUMBA AREIA at level 23, CANÇÄO MORTE at level 30, ONDA TROVÄO at level 37, SUPERSÔNICO at level 45, CAVAR at level 53
028 Sandslash  : RONCAR at level 1, FISSURA at level 1, PEDRA TUMBA at level 1, CAVAR at level 1, OSSORANGUE at level 6, OSSO RÁPIDO at level 11, ABATER at level 17, ATAQUE AREIA at level 24, MAGNITUDE at level 33, DIVIDIR DOR at level 42, CLAVA OSSO at level 52, ESPORTE ÁGUA at level 62
029 Nidoran♀   : PÓ VENENOSO at level 1, P. VENENOSA at level 1, ÁCIDO at level 1, RABO VENENO at level 1, TÓXICO at level 8, PODER OCULTO at level 12, ARMAD. ÁCIDA at level 17, LODO at level 20, DENTE VENENO at level 23, POLUIÇÄO at level 30, FRUSTRAÇÄO at level 38, CÓCEGA at level 47
030 Nidorina   : GÁS VENENOSO at level 1, PISOTEAR at level 1, ATIRAR LAMA at level 1, LODO at level 1, BICA D’ÁGUA at level 8, PÓ VENENOSO at level 12, SIGA-ME at level 18, P. VENENOSA at level 22, TÓXICO at level 26, RESISTIR at level 34, SANGUESSUGA at level 43, RABO VENENO at level 53
031 Nidoqueen  : ARMAD. ÁCIDA at level 1, BOMBA LODO at level 1, CLAVA OSSO at level 1, VEL. EXTREMA at level 1, OVO FERVIDO at level 23
032 Nidoran♂   : ÁCIDO at level 1, PÓ VENENOSO at level 1, DENTE VENENO at level 1, BATER at level 1, LODO at level 8, TELECINÉTICA at level 12, TURBULÊNCIA at level 17, INVESTIDA at level 20, ARMAD. ÁCIDA at level 23, RAJADA FOGO at level 30, TÓXICO at level 38, BOMBA LODO at level 47
033 Nidorino   : P. VENENOSA at level 1, RAIO CONFUSO at level 1, HIPNOSE at level 1, RABO VENENO at level 1, GÁS VENENOSO at level 8, CÓCEGA at level 12, VENTANIA at level 18, ÁCIDO at level 22, LODO at level 26, BOMBA LODO at level 34, CHARME at level 43, TORMENTO at level 53
034 Nidoking   : ARMAD. ÁCIDA at level 1, SOCO COMETA at level 1, PISOTEAR at level 1, CLAVA OSSO at level 1, CHICOTE CIPÓ at level 23
035 Clefairy   : CANÇÄO MORTE at level 1, VEL. EXTREMA at level 1, DANÇA CHUVA at level 1, CABEÇADA at level 1, GOLPE FÚRIA at level 5, ENROLAR at level 9, OVO-BOMBA at level 13, GIRO RÁPIDO at level 17, ESFORÇO at level 21, BATE CORPO at level 25, SALVA GUARDA at level 29, BOCEJO at level 33, MORDIDA at level 37, BERRO at level 41, PAGAMENTO at level 45
036 Clefable   : PAGAMENTO at level 1, CANHÄO PREGO at level 1, AFANAR at level 1, AVANÇO-DUPLO at level 1
037 Vulpix     : ASAS DE AÇO at level 1, ONDA CALOR at level 1, SOCO TONTO at level 1, HIPER RAIO at level 1, PAGAMENTO at level 5, RESISTIR at level 9, CHUTE FOGO at level 13, SONAMBULO at level 17, LANÇA-CHAMAS at level 21, BEIJO DOCE at level 25, DEFESA ANEL at level 29, VENTO FOGO at level 33, ÁCIDO at level 37, REFRESCAR at level 41
038 Ninetales  : RAJADA FOGO at level 1, SINO DA CURA at level 1, HIPER VOZ at level 1, FACHADA at level 1, GIRO FOGO at level 45
039 Jigglypuff : AGUARDAR at level 1, TORMENTO at level 1, ESBOÇO at level 1, COBIÇA at level 1, TUMBA AREIA at level 4, RECICLAR at level 9, AGARRAMENTO at level 14, PISOTEAR at level 19, MEGA SOCO at level 24, BOCEJO at level 29, OVO-BOMBA at level 34, HIPER PRESA at level 39, FAREJAR at level 44, CHIFRADA at level 49
040 Wigglytuff : FOCA ENERGIA at level 1, ESFORÇO at level 1, HIPER RAIO at level 1, CABEÇADA at level 1
041 Zubat      : LODO at level 1, P. VENENOSA at level 1, RABO VENENO at level 1, ATAQUE AÉREO at level 1, RAJADA VENTO at level 6, TERREMOTO at level 11, BOMBA LODO at level 16, DENTE VENENO at level 21, MOV. ESPELHO at level 26, SINO DA CURA at level 31, POLUIÇÄO at level 36, BICADA at level 41, TÓXICO at level 46
042 Golbat     : ÁCIDO at level 1, BOMBA LODO at level 1, DANÇA PENA at level 1, RAJADA VENTO at level 1, TÓXICO at level 6, LODO at level 11, BICADA BROCA at level 16, POLUIÇÄO at level 21, DENTE VENENO at level 28, GOLPE AÉREO at level 35, P. VENENOSA at level 42, ARMAD. ÁCIDA at level 49, GÁS VENENOSO at level 56
043 Oddish     : DENTE VENENO at level 1, DANÇA PÉTALA at level 1, ESPORO at level 1, FOLHA GILETE at level 1, REDEMOINHO at level 7, CHICOTE CIPÓ at level 14, CHIFRADA at level 16, PÓ SONÏFERO at level 18, BOMBA LODO at level 23, BRAÇO AGULHA at level 32, CAMUFLAGEM at level 39
044 Gloom      : PÓ VENENOSO at level 1, RABO VENENO at level 1, ÁCIDO at level 1, DANÇA PÉTALA at level 1, MEGACHIFRE at level 7, ONDA CHOQUE at level 14, SEMENTE SUGA at level 16, BOLHAS at level 18, LAMA-BOFETÄO at level 24, AROMATERAPIA at level 35, POLUIÇÄO at level 44
045 Vileplume  : GIGA DRENO at level 1, PÓ SONÏFERO at level 1, SEMENTE BALA at level 1, RAIO SOLAR at level 1, AROMATERAPIA at level 44
046 Paras      : TEIA ARANHA at level 1, ESPOROS at level 1, ABSORVER at level 1, MEGA DRENO at level 1, RAIO SINAL at level 7, FOLHA GILETE at level 13, OSSORANGUE at level 19, RABO BRILHO at level 25, ATIRAR FIOS at level 31, MÏSSIL PINO at level 37, CORTE FÚRIA at level 43, AROMATERAPIA at level 49
047 Parasect   : DANÇA PÉTALA at level 1, RAIO SINAL at level 1, SEMENTE SUGA at level 1, CHICOTE CIPÓ at level 1, SANGUESSUGA at level 7, FOLHA GILETE at level 13, GÁS VENENOSO at level 19, CORTE FÚRIA at level 27, RABO BRILHO at level 35, LÂMINA FOLHA at level 43, SÏNTESE at level 51, MEGACHIFRE at level 59
048 Venonat    : MÏSSIL PINO at level 1, ATIRAR FIOS at level 1, AGULHA DUPLA at level 1, RABO VENENO at level 1, TÓXICO at level 9, ARMAD. ÁCIDA at level 17, PÓ VENENOSO at level 20, GÁS VENENOSO at level 25, RABO BRILHO at level 28, SANGUESSUGA at level 33, HIPER VOZ at level 36, TEIA ARANHA at level 41
049 Venomoth   : PÓ VENENOSO at level 1, DENTE VENENO at level 1, CORTE FÚRIA at level 1, RABO BRILHO at level 1, AGULHA DUPLA at level 1, ATIRAR FIOS at level 9, MEGACHIFRE at level 17, POLUIÇÄO at level 20, GÁS VENENOSO at level 25, PROTEÇÄO at level 28, VENTO PRATA at level 31, SANGUESSUGA at level 36, SONAMBULO at level 42, MÏSSIL PINO at level 52
050 Diglett    : PINÇA at level 1, LAMA-BOFETÄO at level 1, TUMBA AREIA at level 1, ENROLAR at level 1, ESPINHOS at level 5, TERREMOTO at level 9, CABEÇADA at level 17, ATIRAR LAMA at level 25, CHUTE FOGO at level 33, CANÇÄO MORTE at level 41, SUBSTITUTO at level 49
051 Dugtrio    : MAGNITUDE at level 1, ALVOROÇO at level 1, CAVAR at level 1, CLAVA OSSO at level 1, DANÇA CHUVA at level 5, TERREMOTO at level 9, NEBLINA at level 17, ATAQUE AREIA at level 25, DOCE ODOR at level 26, BIS at level 38, ATIRAR LAMA at level 51, FISSURA at level 64
052 Meowth     : BOLA TEMPO at level 1, BIS at level 1, TÓXICO at level 1, AVANÇO-DUPLO at level 1, AMARRAR at level 11, ESFORÇO at level 20, CONSTRIGIR at level 28, SALVA GUARDA at level 35, ESBOÇO at level 41, PRESENTE at level 46, FACHADA at level 50
053 Persian    : BOCEJO at level 1, HIPER RAIO at level 1, PREVISÄO at level 1, TAPA DUPLO at level 1, DESEJO at level 11, ENROLAR at level 20, CARA FEIA at level 29, FRIO POLAR at level 38, OFUSCAR at level 46, SOL MATUTINO at level 53, BEIJO DOCE at level 59
054 Psyduck    : JATO D’ÁGUA at level 1, ESPORTE ÁGUA at level 1, INVESTIDA at level 1, ABATER at level 1, ÁGUA LAMA at level 5, PODER OCULTO at level 10, LANÇA-CHAMAS at level 16, DANÇA PÉTALA at level 23, AMARRAR at level 31, BOLHAS at level 40, REDEMOINHO at level 50
055 Golduck    : MINIMIZAR at level 1, MORDIDA at level 1, MAU HUMOR at level 1, JATO D’ÁGUA at level 1, RETIRADA at level 5, RECUPERAÇÄO at level 10, DANÇA CHUVA at level 16, HIDRO BOMBA at level 23, SIGA-ME at level 31, PANCADA at level 44, OCTAZUCA at level 58
056 Mankey     : MOV. SÏSMICO at level 1, CHUTE TRIPLO at level 1, AGARRAMENTO at level 1, VOADORA ALTA at level 1, TAPA DUPLO at level 9, VOADORA at level 15, SOCO FOGO at level 21, REVERSÄO at level 27, CHUTE DUPLO at level 33, CHUTE GIRADO at level 39, LANCE VITAL at level 45, CÉU DIRETO at level 51
057 Primeape   : GOLPE CORTE at level 1, SUBMISSÄO at level 1, SOCO POTENTE at level 1, SOCO VELOZ at level 1, BEIJO DOCE at level 9, BEIJO AMÁVEL at level 15, QUEBRA TELA at level 21, RABO FERRO at level 27, AUMENTAR at level 28, MOV. SÏSMICO at level 36, BOLA TEMPO at level 45, FOCA ENERGIA at level 54, SUPERPODER at level 63
058 Growlithe  : DIA DE SOL at level 1, DIVIDIR DOR at level 1, SOCO VELOZ at level 1, ALVOROÇO at level 1, RODA DE FOGO at level 7, CANHÄO PREGO at level 13, DOCE ODOR at level 19, RONCAR at level 25, RAJADA FOGO at level 31, ONDA CALOR at level 37, ERUPÇÄO at level 43, GIRO FOGO at level 49
059 Arcanine   : CORTE FALSO at level 1, VENTO FOGO at level 1, GIRO FOGO at level 1, RODA DE FOGO at level 1, FOGO SAGRADO at level 49
060 Poliwag    : SUBSTITUTO at level 1, HIDRO BOMBA at level 1, RAIO BOLHAS at level 1, HIDRO CANHÄO at level 1, BICA D’ÁGUA at level 7, SOCO TROVÄO at level 13, DANÇA CHUVA at level 19, ÁGUA LAMA at level 25, BOLHAS at level 31, HIPER VOZ at level 37, OCTAZUCA at level 43
061 Poliwhirl  : RETIRADA at level 1, OCTAZUCA at level 1, ONDA CALOR at level 1, JATO D’ÁGUA at level 1, HIDRO CANHÄO at level 7, BOLHAS at level 13, LODO at level 19, PINÇA at level 27, INTERPRETAR at level 35, LER MENTE at level 43, MINI DESEJO at level 51
062 Poliwrath  : DANÇA CHUVA at level 1, SOCO TONTO at level 1, PULSO ÁGUA at level 1, PEDRA TUMBA at level 1, RAIO BOLHAS at level 35, DANO SECRETO at level 51
063 Abra       : HIPNOSE at level 1, FÚRIA at level 1, CONFUSÄO at level 1, TELEPORTE at level 1, TELECINÉTICA at level 1, CONFUSÄO at level 16, DESATIVAR at level 18, RAIO MENTAL at level 21, REFLEXÄO at level 23, RECUPERAÇÄO at level 25, VISÄO FUTURA at level 30, INTERPRETAR at level 33, PSÏQUICO at level 36, TRUQUE at level 43
064 Kadabra    : CHUTE DUPLO at level 1, BOLA NÉVOA at level 1, COME SONHO at level 1, OSSO RÁPIDO at level 1, MAR PSÏQUICO at level 16, DANÇA CHUVA at level 18, METRÔNOMO at level 21, SENSORIAL at level 23, PSICOATAQUE at level 25, RAIO MENTAL at level 30, APRISIONAR at level 33, TELECINÉTICA at level 36, PODER GRANDE at level 43
065 Alakazam   : COME SONHO at level 1, TROCA GOLPE at level 1, BARREIRA at level 1, RAIO MENTAL at level 1, SENSORIAL at level 16, DANO SECRETO at level 18, LIMPA LUSTRE at level 21, METRÔNOMO at level 23, REFLEXÄO at level 25, SIGA-ME at level 30, ONDA CHOQUE at level 33, LANÇA PEDRA at level 36, DESATIVAR at level 43
066 Machop     : MOV. SÏSMICO at level 1, AGARRAMENTO at level 1, QUEBRA TELA at level 1, SOCO VELOZ at level 1, CÉU DIRETO at level 7, RASTEIRA at level 13, MÄOZINHA at level 19, CABEÇADA at level 22, LANCE VITAL at level 25, CHUTE DUPLO at level 31, AVANÇO-DUPLO at level 37, ENGANAR at level 40, ARRANHÄO at level 43, OFUSCAR at level 49
067 Machoke    : VOADORA at level 1, VOADORA ALTA at level 1, EMPURRÄO at level 1, CAVAR at level 1, RASTEIRA at level 7, DESABA PEDRA at level 13, REVERSÄO at level 19, SUBSTITUTO at level 22, LANCE VITAL at level 25, TERREMOTO at level 33, ARRANHÄO at level 41, GRANIZO at level 46, SOCO POTENTE at level 51, REFRESCAR at level 59
068 Machamp    : CHUTE TRIPLO at level 1, OCTAZUCA at level 1, REVIDAR at level 1, TURBULÊNCIA at level 1, LER MENTE at level 7, QUEBRA TELA at level 13, BOLA TEMPO at level 19, GOLPE KARATE at level 22, DANO SECRETO at level 25, SUPER PRESA at level 33, CHUTE GIRADO at level 41, MINIMIZAR at level 46, GARRA APERTO at level 51, RABO VENENO at level 59
069 Bellsprout : GIGA DRENO at level 1, SÏNTESE at level 1, PLANTA FÚRIA at level 1, ÁCIDO at level 1, SINO DA CURA at level 6, CUSPIR at level 11, DENTE VENENO at level 15, VENTO GILETE at level 17, PÓ VENENOSO at level 19, FOLHA MÁGICA at level 23, LÂMINA FOLHA at level 30, MEGA DRENO at level 37, ATRAÇÄO at level 45
070 Weepinbell : RABO VENENO at level 1, MEGA DRENO at level 1, PLANTA FÚRIA at level 1, CHUTE GIRADO at level 1, SÏNTESE at level 6, DENTE VENENO at level 11, SANGUESSUGA at level 15, ARMAD. ÁCIDA at level 17, FOLHA GILETE at level 19, CABEÇADA at level 24, BARREIRA at level 33, P. VENENOSA at level 42, ESPIRAR at level 54
071 Victreebel : ESPORO at level 1, ENRAIZAR at level 1, SÏNTESE at level 1, LÂMINA FOLHA at level 1
072 Tentacool  : RETIRADA at level 1, TÓXICO at level 1, HIDRO BOMBA at level 1, BICA D’ÁGUA at level 1, REDEMOINHO at level 6, ESPORTE ÁGUA at level 12, POLUIÇÄO at level 19, BOMBA LODO at level 25, GÁS VENENOSO at level 30, P. VENENOSA at level 36, ÁCIDO at level 43, BEIJO DOCE at level 49
073 Tentacruel : ESBOÇO at level 1, BOLHAS at level 1, DANÇA PENA at level 1, BOMBA LODO at level 1, DANÇA CHUVA at level 6, ÁCIDO at level 12, OCTAZUCA at level 19, GIGA DRENO at level 25, LÂMINA FOLHA at level 30, RABO VENENO at level 38, PINÇA at level 47, ESPORTE ÁGUA at level 55
074 Geodude    : SOPRO PEDRA at level 1, PEDRA TUMBA at level 1, CLAVA OSSO at level 1, PODER ANTIGO at level 1, OSSORANGUE at level 6, ATAQUE AREIA at level 11, TÓXICO at level 16, LANÇA PEDRA at level 21, TERREMOTO at level 26, DESABA PEDRA at level 31, ROLO COMPR. at level 36, TUMBA AREIA at level 41, FISSURA at level 46
075 Graveler   : DESABA PEDRA at level 1, LAMA-BOFETÄO at level 1, ATIRAR LAMA at level 1, CAVAR at level 1, LANÇA PEDRA at level 6, ROLO COMPR. at level 11, SOPRO PEDRA at level 16, ESPINHOS at level 21, CHIFRE BROCA at level 29, PODER ANTIGO at level 37, ATAQUE AREIA at level 45, OSSO RÁPIDO at level 53, DANÇA PENA at level 62
076 Golem      : PODER ANTIGO at level 1, LANÇA PEDRA at level 1, DESABA PEDRA at level 1, OSSORANGUE at level 1, FOGO SAGRADO at level 6, ATAQUE AREIA at level 11, ENGOLIR at level 16, SOPRO PEDRA at level 21, ROLO COMPR. at level 29, TEMP.AREIA at level 37, BEBER LEITE at level 45, SALTAR at level 53, PEDRA TUMBA at level 62
077 Ponyta     : MINI DESEJO at level 1, LANÇA-CHAMAS at level 1, ERUPÇÄO at level 1, SOCO FOGO at level 1, SEMENTE BALA at level 5, BEBER LEITE at level 9, MIMICA at level 14, RODA DE FOGO at level 19, TRI ATAQUE at level 25, CHUTE FOGO at level 31, CANÇÄO MORTE at level 38, ENCARAR at level 45, FÚRIA at level 53
078 Rapidash   : CHUTE FOGO at level 1, GIRO FOGO at level 1, ATAQUE AREIA at level 1, ERUPÇÄO at level 1, VENTO FOGO at level 5, ATAQUE VOLT at level 9, ARRANHÄO at level 14, RAJADA FOGO at level 19, SHOCK TROVÄO at level 25, RODA DE FOGO at level 31, SIGA-ME at level 38, SUPERAQUEÇER at level 40, BRASAS at level 50, DIA DE SOL at level 63
079 Slowpoke   : SENSORIAL at level 1, AUMENTAR at level 1, BICA D’ÁGUA at level 1, JATO D’ÁGUA at level 1, AMNÉSIA at level 6, ÁGUA LAMA at level 15, PODER GRANDE at level 20, OCTAZUCA at level 29, SOPRO PEDRA at level 34, BOLHAS at level 43, RAIO BOLHAS at level 48
080 Slowbro    : HIPER RAIO at level 1, PULSO ÁGUA at level 1, ÁGUA LAMA at level 1, ERUPÇÄO at level 1, TELEPORTE at level 6, DESCANSO at level 15, BOLA NÉVOA at level 20, MIMICA at level 29, LIMPA LUSTRE at level 34, PINÇA at level 37, MAR PSÏQUICO at level 46, TELA CLARA at level 54
081 Magnemite  : METEORO at level 1, SUPER PRESA at level 1, TROVÄO at level 1, ASAS DE AÇO at level 1, PODER OCULTO at level 6, FAÏSCA at level 11, ONDA CHOQUE at level 16, ATAQUE VOLT at level 21, DANÇA PENA at level 26, ENDURECER at level 32, ONDA TROVÄO at level 38, DESEJA MORTE at level 44, SHOCK TROVÄO at level 50
082 Magneton   : ASAS DE AÇO at level 1, ELETROCANHÄO at level 1, FAÏSCA at level 1, METEORO at level 1, TROVÄO at level 6, ATAQUE VOLT at level 11, ONDA CHOQUE at level 16, SENSORIAL at level 21, GARRA METAL at level 26, ENDURECER at level 35, MEDITAÇÄO at level 44, MÏSSIL PINO at level 53, DESEJA MORTE at level 62
083 Farfetch’D : BEIJO DOCE at level 1, MÏSSIL PINO at level 1, INVESTIDA at level 1, CHIFRADA at level 1, CUSPIR at level 6, ATAQUE ASA at level 11, VENTANIA at level 16, SINO DA CURA at level 21, GOLPE AÉREO at level 26, DANÇA PENA at level 31, SALTAR at level 36, TELEPORTE at level 41, RAJADA VENTO at level 46
084 Doduo      : BICADA BROCA at level 1, AGUARDAR at level 1, DANÇA PENA at level 1, PERSEGUIÇÄO at level 1, ATAQUE ASA at level 9, BOCEJO at level 13, ATAQUE AÉREO at level 21, BICADA at level 25, DERRUBAR at level 33, PREVISÄO at level 37, MOV. ESPELHO at level 45
085 Dodrio     : METRÔNOMO at level 1, GIRO FOGO at level 1, ATAQUE AÉREO at level 1, SOPRO PEDRA at level 1, OFUSCAR at level 9, TURBULÊNCIA at level 13, ERUPÇÄO at level 21, BERRO at level 25, SOL MATUTINO at level 38, GOLPE AÉREO at level 47, BICADA BROCA at level 60
086 Seel       : REDEMOINHO at level 1, PULSO ÁGUA at level 1, DANÇA CHUVA at level 1, ÁGUA LAMA at level 1, ESPORTE ÁGUA at level 9, LADRÄO at level 17, OCTAZUCA at level 21, PODER OCULTO at level 29, SUPERSÔNICO at level 37, MÄOZINHA at level 41, RETIRADA at level 49
087 Dewgong    : FRIO POLAR at level 1, MAU HUMOR at level 1, RAIO BOLHAS at level 1, TURBULÊNCIA at level 1, ESPORTE ÁGUA at level 9, RAIO AURORA at level 17, NEVASCA at level 21, HIDRO BOMBA at level 29, ATIRAR LAMA at level 34, BICA D’ÁGUA at level 42, PODER NATIVO at level 51, BOCEJO at level 64
088 Grimer     : POLUIÇÄO at level 1, PÓ VENENOSO at level 1, P. VENENOSA at level 1, VEL. EXTREMA at level 1, OLHAR MAU at level 4, GÁS VENENOSO at level 8, RABO VENENO at level 13, PEDRA TUMBA at level 19, BOMBA LODO at level 26, TAPA DUPLO at level 34, ATAQUE FÚRIA at level 43, LEMBRANÇA at level 53
089 Muk        : LER MENTE at level 1, ATQ. COVARDE at level 1, TÓXICO at level 1, LODO at level 1, UIVAR at level 4, FOCA ENERGIA at level 8, ÁCIDO at level 13, BOMBA LODO at level 19, GÁS VENENOSO at level 26, BRAÇO AGULHA at level 34, CHIFRADA at level 47, BARRIGADA at level 61
090 Shellder   : BEIJO DOCE at level 1, MAU HUMOR at level 1, TRI ATAQUE at level 1, JATO D’ÁGUA at level 1, HIDRO CANHÄO at level 9, LADRÄO at level 17, INVESTIDA at level 25, REDEMOINHO at level 33, BARRAGEM at level 41, BLOQUEIO at level 49
091 Cloyster   : VENTO GELADO at level 1, PINÇA at level 1, NEVOEIRO at level 1, OCTAZUCA at level 1, PÓ DE NEVE at level 33, MAU HUMOR at level 41
092 Gastly     : ARMAD. ÁCIDA at level 1, RANCOR at level 1, P. VENENOSA at level 1, LODO at level 1, LAMBIDA at level 8, GRANIZO at level 13, RAIO CONFUSO at level 16, NOITE SOMBRA at level 21, AMAR.DESTINO at level 28, BOLA SOMBRIA at level 33, BEIJO DOCE at level 36
093 Haunter    : RANCOR at level 1, AMAR.DESTINO at level 1, DETECTAR at level 1, DENTE VENENO at level 1, BOLA SOMBRIA at level 8, RAIO CONFUSO at level 13, NOITE SOMBRA at level 16, ASSUSTAR at level 21, SALVA GUARDA at level 25, RANCOR at level 31, ARMAD. ÁCIDA at level 39, LODO at level 48
094 Gengar     : SOCO SOMBRIO at level 1, PÓ VENENOSO at level 1, RAIO AURORA at level 1, LAMBIDA at level 1, SUBMISSÄO at level 8, TÓXICO at level 13, RABO VENENO at level 16, AMAR.DESTINO at level 21, RAIO CONFUSO at level 25, DANÇA ESPADA at level 31, P. VENENOSA at level 39, BARRAGEM at level 48
095 Onix       : MAGNITUDE at level 1, DESABA PEDRA at level 1, PODER ANTIGO at level 1, BOLA TEMPO at level 1, TEMP.AREIA at level 9, ROLO COMPR. at level 13, PEDRA TUMBA at level 21, SOPRO PEDRA at level 25, TERREMOTO at level 33, POLUIÇÄO at level 37, LANÇA PEDRA at level 45, ATIRAR LAMA at level 49, CAVAR at level 57
096 Drowzee    : AGILIDADE at level 1, AMNÉSIA at level 1, INTERPRETAR at level 1, BOLA NÉVOA at level 1, SALVA GUARDA at level 10, TELECINÉTICA at level 18, ATAQUE AREIA at level 25, ESPREGUISSAR at level 31, REFLEXÄO at level 36, ATQ. COVARDE at level 40, APRISIONAR at level 43, PSÏQUICO at level 45
097 Hypno      : DESCANSO at level 1, LIMPA LUSTRE at level 1, TELA CLARA at level 1, HIPER PRESA at level 1, RACHA CRÂNIO at level 10, VISÄO FUTURA at level 18, HIPER VOZ at level 25, CAPA MÁGICA at level 33, ARRANHÄO at level 40, SINO DA CURA at level 49, ESPREGUISSAR at level 55, BLOQUEIO at level 60
098 Krabby     : DANÇA CHUVA at level 1, HIDRO BOMBA at level 1, JATO D’ÁGUA at level 1, HIDRO CANHÄO at level 1, BICA D’ÁGUA at level 5, SAL CHEIROSO at level 12, COBIÇA at level 16, RODA DE FOGO at level 23, RAIO BOLHAS at level 27, TURBULÊNCIA at level 34, ESPIRAR at level 41, ÁGUA LAMA at level 45
099 Kingler    : REDEMOINHO at level 1, ESPIRAR at level 1, BICA D’ÁGUA at level 1, BOLHAS at level 1, PÓ SONÏFERO at level 5, ROSNAR at level 12, DESCANSO at level 16, HIPER PRESA at level 23, RAIO BOLHAS at level 27, RETIRADA at level 38, PINÇA at level 49, SOCO VELOZ at level 57
100 Voltorb    : ELETROCANHÄO at level 1, SOCO TROVÄO at level 1, ONDA CHOQUE at level 1, ONDA CALOR at level 1, TROVÄO at level 8, BICADA BROCA at level 15, NEVOEIRO at level 21, AVANÇO-DUPLO at level 27, ONDA TROVÄO at level 32, CAMUFLAGEM at level 37, BOLA NÉVOA at level 42, RAIO at level 46, CONVERSÄO at level 49
101 Electrode  : FAÏSCA at level 1, ELETROCANHÄO at level 1, CARGA at level 1, SHOCK TROVÄO at level 1, CUSPIR at level 8, ONDA CHOQUE at level 15, SOCO TROVÄO at level 21, SENSORIAL at level 27, EST. CADENTE at level 34, RAIO at level 41, ATAQUE VOLT at level 48, TROVÄO at level 54, CHUTE DUPLO at level 59
102 Exeggcute  : ABSORVER at level 1, CHICOTE CIPÓ at level 1, HIPNOSE at level 1, SEMENTE BALA at level 1, GRAMA APITO at level 7, MEDITAÇÄO at level 13, INTERPRETAR at level 19, FOLHA GILETE at level 25, DESCANSO at level 31, VISÄO FUTURA at level 37, BRAÇO AGULHA at level 43
103 Exeggutor  : TROCA GOLPE at level 1, GRAMA APITO at level 1, ENRAIZAR at level 1, BRAÇO AGULHA at level 1, CHICOTE CIPÓ at level 19, EXPLOSÄO at level 31
104 Cubone     : ESPINHOS at level 1, OSSORANGUE at level 1, TUMBA AREIA at level 1, GARRA APERTO at level 1, BOCEJO at level 5, ATAQUE AREIA at level 9, SEMENTE SUGA at level 13, CORTE FÚRIA at level 17, OFUSCAR at level 21, LAMA ESPORTE at level 25, CAVAR at level 29, AT. RÁPIDO at level 33, MAGNITUDE at level 37, BOLA TEMPO at level 41, CLAVA OSSO at level 45
105 Marowak    : FISSURA at level 1, MEDITAÇÄO at level 1, LAMA-BOFETÄO at level 1, TERREMOTO at level 1, OSSO RÁPIDO at level 5, BARRIGADA at level 9, MAGNITUDE at level 13, CÓCEGA at level 17, HIPER PRESA at level 21, AÇOITAR at level 25, OSSORANGUE at level 32, OVO FERVIDO at level 39, EST. CADENTE at level 46, ABATER at level 53, LAMA ESPORTE at level 61
