--Removing Trade Evolutions--
Made POLIWHIRL evolve into POLITOED at level 37
Made KADABRA evolve into ALAKAZAM at level 37
Made MACHOKE evolve into MACHAMP at level 37
Made GRAVELER evolve into GOLEM at level 37
Made SLOWPOKE evolve into SLOWKING using a PEDRA ÁGUA
Made HAUNTER evolve into GENGAR at level 37
Made ONIX evolve into STEELIX at level 30
Made SEADRA evolve into KINGDRA at level 40
Made SCYTHER evolve into SCIZOR at level 30
Made EEVEE evolve into ESPEON using a PEDRA SOL
Made EEVEE evolve into UMBREON using a PEDRA LUA
Made PORYGON evolve into PORYGON2 at level 30
Made FEEBAS evolve into MILOTIC at level 35
Made CLAMPERL evolve into HUNTAIL at level 30
Made CLAMPERL evolve into GOREBYSS using a PEDRA ÁGUA

--Condensed Level Evolutions--
RHYHORN now evolves into RHYDON at minimum level 40
HORSEA now evolves into SEADRA at minimum level 30
DRAGONAIR now evolves into DRAGONITE at minimum level 40
PUPITAR now evolves into TYRANITAR at minimum level 40
ARON now evolves into LAIRON at minimum level 30
LAIRON now evolves into AGGRON at minimum level 40
TRAPINCH now evolves into VIBRAVA at minimum level 30
VIBRAVA now evolves into FLYGON at minimum level 40
SNORUNT now evolves into GLALIE at minimum level 40
SPHEAL now evolves into SEALEO at minimum level 30
SEALEO now evolves into WALREIN at minimum level 40
SHELGON now evolves into SALAMENCE at minimum level 40
METANG now evolves into METAGROSS at minimum level 40

--Patching for National Dex at Start of Game--
Patch successful!

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
036 Clefable   : EMPURRÄO at level 1, BOCEJO at level 1, CANÇÄO at level 1, ARRANHÄO at level 1
037 Vulpix     : VENTANIA at level 1, ONDA CALOR at level 1, GIRO FOGO at level 1, LINCHAR at level 1, FURACÄO at level 5, MINI DESEJO at level 9, LANÇA-CHAMAS at level 13, ENDURECER at level 17, EST. CADENTE at level 21, RESISTIR at level 25, SOL MATUTINO at level 29, BRASAS at level 33, RECICLAR at level 37, BAJULAR at level 41
038 Ninetales  : GIRO FOGO at level 1, BRASAS at level 1, RODA DE FOGO at level 1, ERUPÇÄO at level 1, MINI DESEJO at level 45
039 Jigglypuff : FÚRIA at level 1, TRI ATAQUE at level 1, RECICLAR at level 1, SAL CHEIROSO at level 1, CUSPIR at level 4, VENTO GILETE at level 9, BOMBA SÔNICA at level 14, SUBSTITUTO at level 19, RETIRADA at level 24, DESATIVAR at level 29, RETORNO at level 34, ATAQUE VOLT at level 39, ATAQUE AREIA at level 44, ESPORTE ÁGUA at level 49
040 Wigglytuff : SOL MATUTINO at level 1, ESBOÇO at level 1, PRESENTE at level 1, MAU HUMOR at level 1
041 Zubat      : MOV. ESPELHO at level 1, ATAQUE AÉREO at level 1, BICADA at level 1, DENTE VENENO at level 1, BOMBA LODO at level 6, TÓXICO at level 11, RAJADA VENTO at level 16, P. VENENOSA at level 21, CORTE AÉREO at level 26, VENTANIA at level 31, SOCO FOGO at level 36, LODO at level 41, SALTAR at level 46
042 Golbat     : BOMBA LODO at level 1, GÁS VENENOSO at level 1, ROSNAR at level 1, BICADA BROCA at level 1, CUSPIR at level 6, RABO VENENO at level 11, ATAQUE AÉREO at level 16, P. VENENOSA at level 21, ATAQUE ASA at level 28, BATER at level 35, TÓXICO at level 42, ARMAD. ÁCIDA at level 49, LODO at level 56
043 Oddish     : LODO at level 1, BRASAS at level 1, DESCANSO at level 1, MEGA DRENO at level 1, AROMATERAPIA at level 7, ESPOROS at level 14, RAIO SOLAR at level 16, SEMENTE BALA at level 18, P. VENENOSA at level 23, OCTAZUCA at level 32, ABSORVER at level 39
044 Gloom      : DENTE VENENO at level 1, BOMBA LODO at level 1, SEMENTE BALA at level 1, LODO at level 1, DANO SECRETO at level 7, FOLHA GILETE at level 14, BARREIRA at level 16, DANÇA PÉTALA at level 18, LINCHAR at level 24, MEGA DRENO at level 35, GRAMA APITO at level 44
045 Vileplume  : DESEJO at level 1, SÏNTESE at level 1, P. VENENOSA at level 1, AT. RÁPIDO at level 1, DENTE VENENO at level 44
046 Paras      : LÂMINA FOLHA at level 1, MEGA DRENO at level 1, CORTE FÚRIA at level 1, VENTO PRATA at level 1, AGULHA DUPLA at level 7, ESBOÇO at level 13, ESPOROS at level 19, ENRAIZAR at level 25, GIGA DRENO at level 31, AROMATERAPIA at level 37, PLANTA FÚRIA at level 43, MÏSSIL PINO at level 49
047 Parasect   : BRAÇO AGULHA at level 1, ESPOROS at level 1, MÏSSIL PINO at level 1, AVANÇO-DUPLO at level 1, RABO BRILHO at level 7, VENTO PRATA at level 13, TEIA ARANHA at level 19, CORTE FÚRIA at level 27, CHICOTE CIPÓ at level 35, RAIO SINAL at level 43, GIGA DRENO at level 51, GRAMA APITO at level 59
048 Venonat    : CONFUSÄO at level 1, BARRAGEM at level 1, TEIA ARANHA at level 1, MÏSSIL PINO at level 1, SANGUESSUGA at level 9, P. VENENOSA at level 17, TÓXICO at level 20, ARMAD. ÁCIDA at level 25, VENTO PRATA at level 28, ATIRAR FIOS at level 33, VINGANÇA at level 36, RAIO SINAL at level 41
049 Venomoth   : SALVA GUARDA at level 1, BOMBA LODO at level 1, RABO BRILHO at level 1, ÁCIDO at level 1, MÏSSIL PINO at level 1, VENTO PRATA at level 9, FISSURA at level 17, SUPERSÔNICO at level 20, SANGUESSUGA at level 25, RAIO SINAL at level 28, FOLHA GILETE at level 31, CORTE FÚRIA at level 36, P. VENENOSA at level 42, GÁS VENENOSO at level 52
050 Diglett    : OSSO RÁPIDO at level 1, MOV. SÏSMICO at level 1, CAVAR at level 1, RACHA CRÂNIO at level 1, LAMA-BOFETÄO at level 5, GARRA APERTO at level 9, OVO FERVIDO at level 17, CLAVA OSSO at level 21, BIS at level 25, TUMBA AREIA at level 33, MAR PSÏQUICO at level 41, ATIRAR LAMA at level 49
051 Dugtrio    : CAVAR at level 1, MÄOZINHA at level 1, ATAQUE AREIA at level 1, CLAVA OSSO at level 1, LAMA ESPORTE at level 5, PULSO ÁGUA at level 9, TUMBA AREIA at level 17, ATIRAR LAMA at level 21, MAR PSÏQUICO at level 25, OVO FERVIDO at level 26, BOCEJO at level 38, BATE CORPO at level 51, OSSORANGUE at level 64
052 Meowth     : AT. RÁPIDO at level 1, LER MENTE at level 1, ENDURECER at level 1, SUPERPODER at level 1, SUBSTITUTO at level 10, OSSO RÁPIDO at level 18, BOLA DE GELO at level 25, DOCE ODOR at level 31, ESFORÇO at level 36, TRI ATAQUE at level 40, ABATER at level 43, RESISTIR at level 45
053 Persian    : SOL MATUTINO at level 1, TERREMOTO at level 1, CANÇÄO at level 1, VEL. EXTREMA at level 1, CHARME at level 10, ATIRAR FIOS at level 18, PANCADA at level 25, VENTO GILETE at level 34, LANÇA-CHAMAS at level 42, MIRAR at level 49, CHIFRADA at level 55, ABATER at level 61
054 Psyduck    : ROLO COMPR. at level 1, JATO D’ÁGUA at level 1, PINÇA at level 1, OCTAZUCA at level 1, MAU HUMOR at level 5, BEIJO DOCE at level 10, TELA FUMAÇA at level 16, REDEMOINHO at level 23, BLOQUEIO at level 31, ATAQUE VOLT at level 40, DOCE ODOR at level 50
055 Golduck    : PINÇA at level 1, HIPER VOZ at level 1, RAIO CONFUSO at level 1, ÁGUA LAMA at level 1, RAIO BOLHAS at level 5, HIDRO CANHÄO at level 10, OVO-BOMBA at level 16, DIVIDIR DOR at level 23, DANÇA PÉTALA at level 31, HIDRO BOMBA at level 44, AGARRAMENTO at level 58
056 Mankey     : SINO DA CURA at level 1, FACHADA at level 1, FRUSTRAÇÄO at level 1, CHUTE TRIPLO at level 1, CÉU DIRETO at level 6, REFRESCAR at level 11, GOLPE CORTE at level 16, LANCE VITAL at level 21, REVIDAR at level 26, PANCADA at level 31, GOLPE KARATE at level 36, INVESTIDA at level 41, CORTE FÚRIA at level 46
057 Primeape   : CONVERSÄO at level 1, VOADORA ALTA at level 1, SOCO COMETA at level 1, CHUTE TRIPLO at level 1, SÏNTESE at level 6, TRI ATAQUE at level 11, AUMENTAR at level 16, RASTEIRA at level 21, BARRIGADA at level 26, MOV. SÏSMICO at level 28, REVIDAR at level 35, FISSURA at level 44, SUPERPODER at level 53, SOCO FOCUS at level 62
058 Growlithe  : DIVIDIR DOR at level 1, RAJADA FOGO at level 1, LANÇA-CHAMAS at level 1, SOCO FOGO at level 1, OSSORANGUE at level 7, CHUTE FOGO at level 13, ATAQUE FÚRIA at level 19, ERUPÇÄO at level 25, SUPERAQUEÇER at level 31, SUBMISSÄO at level 37, FOGO SAGRADO at level 43, MINI DESEJO at level 49
059 Arcanine   : FOGO SAGRADO at level 1, PODER NATIVO at level 1, TURBULÊNCIA at level 1, CABEÇADA at level 1, ONDA CALOR at level 49
060 Poliwag    : RABO BRILHO at level 1, JATO D’ÁGUA at level 1, HIDRO CANHÄO at level 1, BICA D’ÁGUA at level 1, OVO-BOMBA at level 7, SOPRO PEDRA at level 13, ESPORTE ÁGUA at level 19, BATE CORPO at level 25, CORTE AÉREO at level 31, ATQ. COVARDE at level 37, RAIO BOLHAS at level 43
061 Poliwhirl  : ESPORTE ÁGUA at level 1, CHARME at level 1, HIDRO CANHÄO at level 1, HIPER VOZ at level 1, ÁGUA LAMA at level 7, CANÇÄO MORTE at level 13, HIDRO BOMBA at level 19, SOCO SOMBRIO at level 27, REDEMOINHO at level 35, OCTAZUCA at level 43, PINÇA at level 51
062 Poliwrath  : HIPER VOZ at level 1, VINGANÇA at level 1, SOCO POTENTE at level 1, GOLPE KARATE at level 1, SOCO FOCUS at level 35, OVO FERVIDO at level 51
063 Abra       : FURACÄO at level 1, CAPA MÁGICA at level 1, CONFUSÄO at level 1, TELEPORTE at level 1, TELECINÉTICA at level 1, CONFUSÄO at level 16, DESATIVAR at level 18, RAIO MENTAL at level 21, REFLEXÄO at level 23, RECUPERAÇÄO at level 25, VISÄO FUTURA at level 30, INTERPRETAR at level 33, PSÏQUICO at level 36, TRUQUE at level 43
064 Kadabra    : ESPELHO at level 1, AMARRAR at level 1, SONAMBULO at level 1, ATAQUE ASA at level 1, RAIO MENTAL at level 16, SENSORIAL at level 18, PODER GRANDE at level 21, DEFESA ANEL at level 23, PODER NATIVO at level 25, RECICLAR at level 30, LANCE VITAL at level 33, CONFUSÄO at level 36, COME SONHO at level 43
065 Alakazam   : TROCA GOLPE at level 1, CONFUSÄO at level 1, DESCANSO at level 1, TURBULÊNCIA at level 1, HIPER RAIO at level 16, TELA CLARA at level 18, SOCO FOCUS at level 21, CÉU DIRETO at level 23, INTERPRETAR at level 25, PSÏQUICO at level 30, REFLEXÄO at level 33, MEGA SOCO at level 36, RAIO MENTAL at level 43
066 Machop     : LANCE VITAL at level 1, QUEBRA TELA at level 1, RETORNO at level 1, CHUTE TRIPLO at level 1, SOCO POTENTE at level 7, REVERSÄO at level 13, EMPURRÄO at level 19, RUGIDO at level 22, DETECTAR at level 25, LANÇA-CHAMAS at level 31, REVIDAR at level 37, MINIMIZAR at level 40, VOADORA ALTA at level 43, GOLPE KARATE at level 49
067 Machoke    : SUPERPODER at level 1, ESBOÇO at level 1, RASTEIRA at level 1, PISOTEAR at level 1, VINGANÇA at level 7, CHORO FALSO at level 13, MOV. SÏSMICO at level 19, CORTE FALSO at level 22, AUMENTAR at level 25, DETECTAR at level 33, TRI ATAQUE at level 41, REVIDAR at level 46, REVERSÄO at level 51, CÉU DIRETO at level 59
068 Machamp    : CAVAR at level 1, GOLPE KARATE at level 1, CHUTE GIRADO at level 1, ABATER at level 1, VENTO PRATA at level 7, BAFO DRAGÄO at level 13, RASTEIRA at level 19, SOCO POTENTE at level 22, CHUTE TRIPLO at level 25, SOCO VELOZ at level 33, REVIDAR at level 41, DETECTAR at level 46, SUPERPODER at level 51, VOADORA ALTA at level 59
069 Bellsprout : GÁS VENENOSO at level 1, ESPORO at level 1, ÁCIDO at level 1, LODO at level 1, SEMENTE SUGA at level 6, ABSORVER at level 11, LÂMINA FOLHA at level 15, RABO VENENO at level 17, ESPOROS at level 19, ARMAD. ÁCIDA at level 23, PÓ SONÏFERO at level 30, BOMBA LODO at level 37, DANÇA PÉTALA at level 45
070 Weepinbell : PÓ SONÏFERO at level 1, ENRAIZAR at level 1, SEMENTE BALA at level 1, GIGA DRENO at level 1, POLUIÇÄO at level 6, ARMAD. ÁCIDA at level 11, RABO VENENO at level 15, SEMENTE SUGA at level 17, FOLHA GILETE at level 19, SÏNTESE at level 24, LODO at level 33, AROMATERAPIA at level 42, P. VENENOSA at level 54
071 Victreebel : DANÇA PÉTALA at level 1, PLANTA FÚRIA at level 1, LÂMINA FOLHA at level 1, TÓXICO at level 1, RAIO SOLAR at level 1, BOCEJO at level 1, CHICOTE CIPÓ at level 1
072 Tentacool  : RETIRADA at level 1, BOMBA LODO at level 1, PULSO ÁGUA at level 1, RAIO BOLHAS at level 1, DENTE VENENO at level 6, FRIO POLAR at level 12, PINÇA at level 19, HIDRO BOMBA at level 25, LODO at level 30, RESISTIR at level 36, POLUIÇÄO at level 43, ESPORTE ÁGUA at level 49
073 Tentacruel : ARMAD. ÁCIDA at level 1, MAU HUMOR at level 1, ÁGUA LAMA at level 1, RAIO BOLHAS at level 1, JATO D’ÁGUA at level 6, PULSO ÁGUA at level 12, DANÇA CHUVA at level 19, TÓXICO at level 25, OCTAZUCA at level 30, PÓ SONÏFERO at level 38, CONSTRIGIR at level 47, OVO-BOMBA at level 55
074 Geodude    : ESPINHOS at level 1, PODER ANTIGO at level 1, LODO at level 1, LANÇA PEDRA at level 1, ATROCIDADE at level 6, SOPRO PEDRA at level 11, TERREMOTO at level 16, CLAVA OSSO at level 21, DESABA PEDRA at level 26, ROLO COMPR. at level 31, LAMA ESPORTE at level 36, TEMP.AREIA at level 41, PEDRA TUMBA at level 46
075 Graveler   : PEDRA TUMBA at level 1, TEMP.AREIA at level 1, OSSORANGUE at level 1, TERREMOTO at level 1, PODER ANTIGO at level 6, DESEJO at level 11, AGARRAMENTO at level 16, ROLO COMPR. at level 21, SAL CHEIROSO at level 29, BOMBA SÔNICA at level 37, SUBMISSÄO at level 45, OSSO RÁPIDO at level 53, BARRIGADA at level 62
076 Golem      : TEMP.AREIA at level 1, ATAQUE AREIA at level 1, SOPRO PEDRA at level 1, PODER ANTIGO at level 1, HIPER VOZ at level 6, PEDRA TUMBA at level 11, LANÇA PEDRA at level 16, DESABA PEDRA at level 21, MINIMIZAR at level 29, MAGNITUDE at level 37, ESPINHOS at level 45, FISSURA at level 53, TUMBA AREIA at level 62
077 Ponyta     : TELEPORTE at level 1, ONDA CALOR at level 1, MINI DESEJO at level 1, SUPERAQUEÇER at level 1, RAIO BOLHAS at level 5, HIPER VOZ at level 9, FOGO SAGRADO at level 14, RUGIDO at level 19, RODA DE FOGO at level 25, UIVAR at level 31, ENGANAR at level 38, SALVA GUARDA at level 45, BRASAS at level 53
078 Rapidash   : EQUIPE DUPLA at level 1, ONDA CALOR at level 1, CUSPIR at level 1, RAJADA FOGO at level 1, ESPIRAR at level 5, SUPERAQUEÇER at level 9, ERUPÇÄO at level 14, ENGANAR at level 19, LEMBRANÇA at level 25, BARRAGEM at level 31, FOGO SAGRADO at level 38, DIA DE SOL at level 40, VENTO FOGO at level 50, EXPLOSÄO at level 63
079 Slowpoke   : CANÇÄO MORTE at level 1, BICA D’ÁGUA at level 1, CÓCEGA at level 1, SHOCK TROVÄO at level 1, LER MENTE at level 6, REDEMOINHO at level 13, RETIRADA at level 17, ESPORTE ÁGUA at level 24, PODER ANTIGO at level 29, OCTAZUCA at level 36, HIPNOSE at level 40, HIDRO BOMBA at level 47
080 Slowbro    : PINÇA at level 1, REDEMOINHO at level 1, INTERPRETAR at level 1, AVANÇO-DUPLO at level 1, RETIRADA at level 6, BOLA NÉVOA at level 13, JATO D’ÁGUA at level 17, OCTAZUCA at level 24, CHIFRE BROCA at level 29, BICA D’ÁGUA at level 36, CANÇÄO at level 37, PSICOATAQUE at level 44, ESPELHO at level 55
081 Magnemite  : METEORO at level 1, ATAQUE VOLT at level 1, TROVÄO at level 1, SHOCK TROVÄO at level 1, SAL CHEIROSO at level 6, ELETROCANHÄO at level 11, CANHÄO PREGO at level 16, DEFESA FERRO at level 21, OVO-BOMBA at level 26, ONDA CHOQUE at level 32, ONDA TROVÄO at level 38, BICA D’ÁGUA at level 44, RAIO at level 50
082 Magneton   : DESEJA MORTE at level 1, RABO FERRO at level 1, METEORO at level 1, RAIO at level 1, SHOCK TROVÄO at level 6, ATAQUE VOLT at level 11, RECUPERAÇÄO at level 16, ONDA TROVÄO at level 21, GARRA METAL at level 26, ELETROCANHÄO at level 35, SOCO TROVÄO at level 44, CARGA at level 53, CONFUSÄO at level 62
083 Farfetch’D : DANÇA PÉTALA at level 1, GOLPE AÉREO at level 1, OVO FERVIDO at level 1, LANÇA PEDRA at level 1, RAJADA VENTO at level 6, FURACÄO at level 11, SALTAR at level 16, ATAQUE AÉREO at level 21, VENTANIA at level 26, ENROLAR at level 31, TAPA DUPLO at level 36, SOCO FOGO at level 41, FAREJAR at level 46
084 Doduo      : GOLPE AÉREO at level 1, CORTE FALSO at level 1, SALTAR at level 1, BICADA BROCA at level 1, CORTE AÉREO at level 9, PRESENTE at level 13, ATAQUE AÉREO at level 21, ATAQUE FÚRIA at level 25, CAMUFLAGEM at level 33, MOV. ESPELHO at level 37, BIS at level 45
085 Dodrio     : DANÇA PENA at level 1, ATAQUE ASA at level 1, GOLPE AÉREO at level 1, SALTAR at level 1, ENGOLIR at level 9, BICADA at level 13, PROTEÇÄO at level 21, BICADA BROCA at level 25, MOV. ESPELHO at level 38, ATAQUE AÉREO at level 47, PREVISÄO at level 60
086 Seel       : GIRO RÁPIDO at level 1, ÁGUA LAMA at level 1, PULSO ÁGUA at level 1, BICA D’ÁGUA at level 1, OCTAZUCA at level 9, CHICOTE CIPÓ at level 17, PROVOCAR at level 21, PSÏQUICO at level 29, HIDRO CANHÄO at level 37, RAIO BOLHAS at level 41, REDEMOINHO at level 49
087 Dewgong    : JATO D’ÁGUA at level 1, ÁGUA LAMA at level 1, BOLHAS at level 1, DANÇA CHUVA at level 1, RAIO AURORA at level 1, REDEMOINHO at level 9, HIDRO CANHÄO at level 17, PÓ DE NEVE at level 21, OCTAZUCA at level 29, NEVOEIRO at level 34, ASSISTÊNCIA at level 42, RAIO BOLHAS at level 51, DANÇA PÉTALA at level 64
088 Grimer     : MEGACHIFRE at level 1, ASSISTÊNCIA at level 1, TÓXICO at level 1, CABEÇADA at level 1, ARMAD. ÁCIDA at level 4, BOMBA LODO at level 8, ÁCIDO at level 13, INSULTAR at level 19, REFRESCAR at level 26, DENTE VENENO at level 34, POLUIÇÄO at level 43, CHARME at level 53
089 Muk        : DENTE VENENO at level 1, BOLA SOMBRIA at level 1, LODO at level 1, RAJADA VENTO at level 1, DIVIDIR DOR at level 4, PÓ VENENOSO at level 8, MIRAR at level 13, FRUSTRAÇÄO at level 19, REFRESCAR at level 26, TÓXICO at level 34, DESCANSO at level 47, BOMBA LODO at level 61
090 Shellder   : JATO D’ÁGUA at level 1, RAIO BOLHAS at level 1, HIDRO BOMBA at level 1, BOLHAS at level 1, ESTOCAR at level 8, CARA FEIA at level 15, GOLPE FÚRIA at level 22, ESPORTE ÁGUA at level 29, PINÇA at level 36, REDEMOINHO at level 43, BICA D’ÁGUA at level 50
091 Cloyster   : VENTO GELADO at level 1, SOCO GELO at level 1, REDEMOINHO at level 1, LANÇA ARPÄO at level 1, OCTAZUCA at level 36, JATO D’ÁGUA at level 43
092 Gastly     : TEMP.AREIA at level 1, PÓ VENENOSO at level 1, ARMAD. ÁCIDA at level 1, P. VENENOSA at level 1, RABO VENENO at level 8, ASSUSTAR at level 13, ÁCIDO at level 16, BOMBA SÔNICA at level 21, DENTE VENENO at level 28, LAMBIDA at level 33, RANCOR at level 36, AMAR.DESTINO at level 41, TÓXICO at level 48
093 Haunter    : ASSUSTAR at level 1, AMAR.DESTINO at level 1, NOITE SOMBRA at level 1, LAMBIDA at level 1, RANCOR at level 8, PÓ VENENOSO at level 13, METRÔNOMO at level 16, BOLA SOMBRIA at level 21, ÁCIDO at level 25, RABO VENENO at level 31, GÁS VENENOSO at level 39, POLUIÇÄO at level 45, RANCOR at level 53, PESADELO at level 64
094 Gengar     : ASSUSTAR at level 1, ARMAD. ÁCIDA at level 1, PESADELO at level 1, BOLA SOMBRIA at level 1, MAR PSÏQUICO at level 8, LAMBIDA at level 13, RANCOR at level 16, ESPORTE ÁGUA at level 21, RABO FERRO at level 25, NOITE SOMBRA at level 31, GÁS VENENOSO at level 39, TÓXICO at level 45, SOCO SOMBRIO at level 53, BOMBA LODO at level 64
095 Onix       : OSSORANGUE at level 1, TEMP.AREIA at level 1, PODER ANTIGO at level 1, PEDRA TUMBA at level 1, SINO DA CURA at level 8, DESABA PEDRA at level 12, RAIO SOLAR at level 19, ROLO COMPR. at level 23, MAGNITUDE at level 30, ENGANAR at level 34, DESEJO at level 41, LAMA-BOFETÄO at level 45, SAL CHEIROSO at level 52, CHUTE TRIPLO at level 56
096 Drowzee    : ESPELHO at level 1, CONFUSÄO at level 1, ROSNAR at level 1, VINGANÇA at level 1, PSÏQUICO at level 7, CAPA MÁGICA at level 11, MENTE CALMA at level 17, AGARRAMENTO at level 21, SUPER PRESA at level 27, TELECINÉTICA at level 31, CORTE AÉREO at level 37, BOLA NÉVOA at level 41, VISÄO FUTURA at level 47
097 Hypno      : MENTE CALMA at level 1, TELEPORTE at level 1, AGILIDADE at level 1, TELECINÉTICA at level 1, ENROLAR at level 1, TRUQUE at level 7, MIRAR at level 11, SOCO COMETA at level 17, BOLA NÉVOA at level 21, CAPA MÁGICA at level 29, VISÄO FUTURA at level 35, TURBULÊNCIA at level 43, TELA CLARA at level 49, HIDRO BOMBA at level 57
098 Krabby     : OVO-BOMBA at level 1, AGILIDADE at level 1, ESPORTE ÁGUA at level 1, PAGAMENTO at level 1, HIDRO CANHÄO at level 5, HIDRO BOMBA at level 12, FOCA ENERGIA at level 16, PINÇA at level 23, RAIO BOLHAS at level 27, GUILHOTINA at level 34, PROTEÇÄO at level 38, PULSO ÁGUA at level 45, GIRO RÁPIDO at level 49
099 Kingler    : ESPORTE ÁGUA at level 1, PINÇA at level 1, HIDRO BOMBA at level 1, OCTAZUCA at level 1, BOLHAS at level 1, JATO D’ÁGUA at level 5, REDEMOINHO at level 12, RETIRADA at level 16, MAU HUMOR at level 23, BERRO at level 27, ESPELHO at level 38, PULSO ÁGUA at level 42, OVO FERVIDO at level 57, FÚRIA DRAGÄO at level 65
100 Voltorb    : SHOCK TROVÄO at level 1, ONDA TROVÄO at level 1, FAÏSCA at level 1, FOGO SAGRADO at level 1, TURBULÊNCIA at level 8, ELETROCANHÄO at level 15, ONDA CHOQUE at level 21, EQUIPE DUPLA at level 27, RAIO at level 32, CHUTE GIRADO at level 37, JATO D’ÁGUA at level 42, BEIJO AMÁVEL at level 46, CARGA at level 49
101 Electrode  : ONDA CHOQUE at level 1, ATAQUE VOLT at level 1, RAIO at level 1, ERUPÇÄO at level 1, ONDA TROVÄO at level 8, DANÇA ESPADA at level 15, INSULTAR at level 21, RUGIDO at level 27, OVO-BOMBA at level 34, SEMENTE BALA at level 41, FACHADA at level 48, CANÇÄO at level 54, CARGA at level 59
102 Exeggcute  : ESPOROS at level 1, SEMENTE BALA at level 1, CUSPIR at level 1, GIGA DRENO at level 1, DANÇA PÉTALA at level 7, ENRAIZAR at level 13, ESPELHO at level 19, FOLHA GILETE at level 25, INVESTIDA at level 31, AMNÉSIA at level 37, ESPOROS at level 43
103 Exeggutor  : INTERPRETAR at level 1, VENTO FOGO at level 1, DANÇA PÉTALA at level 1, LÂMINA FOLHA at level 1, CLAVA OSSO at level 19, TELECINÉTICA at level 31
104 Cubone     : BOCEJO at level 1, TUMBA AREIA at level 1, ATIRAR LAMA at level 1, CLAVA OSSO at level 1, METRÔNOMO at level 5, ARRANHÄO at level 9, OSSO RÁPIDO at level 13, COBIÇA at level 17, ATAQUE AREIA at level 21, SOL MATUTINO at level 25, TERREMOTO at level 29, ESPINHOS at level 33, HIPER VOZ at level 37, SENSORIAL at level 41, FISSURA at level 45
105 Marowak    : LAMA ESPORTE at level 1, FISSURA at level 1, MAGNITUDE at level 1, RAIO BOLHAS at level 1, ESPINHOS at level 5, CLAVA OSSO at level 9, PISOTEAR at level 13, TERREMOTO at level 17, CABEÇADA at level 21, BIS at level 25, CUSPIR at level 32, TELA FUMAÇA at level 39, PINÇA at level 46, RANCOR at level 53, OSSO RÁPIDO at level 61
106 Hitmonlee  : RETORNO at level 1, CHUTE GIRADO at level 1, SOCO FOCUS at level 1, VOADORA at level 1, EMPURRÄO at level 6, UIVAR at level 11, REVIDAR at level 16, AUMENTAR at level 20, PISOTEAR at level 21, VENTO GILETE at level 26, BARREIRA at level 31, OLHAR MAU at level 36, AROMATERAPIA at level 41, REDEMOINHO at level 46, MOV. SÏSMICO at level 51
107 Hitmonchan : PASSA BATON at level 1, REVERSÄO at level 1, CANÇÄO MORTE at level 1, CÉU DIRETO at level 1, RAIO at level 7, SUPERPODER at level 13, ESBOÇO at level 20, VINGANÇA at level 26, LANCE VITAL at level 26, QUEBRA TELA at level 26, GOLPE KARATE at level 32, CHUTE TRIPLO at level 38, CUSPIR at level 44, AÇOITAR at level 50
108 Lickitung  : AT. RÁPIDO at level 1, OSSO RÁPIDO at level 1, BRASAS at level 1, ARRANHÄO at level 1, DANÇA PÉTALA at level 7, ROSNAR at level 12, TAPA DUPLO at level 18, ESFORÇO at level 23, DANÇA ESPADA at level 29, REVERSÄO at level 34, DESATIVAR at level 40, BATER at level 45, ENGOLIR at level 51
109 Koffing    : TÓXICO at level 1, GÁS VENENOSO at level 1, VOADORA at level 1, P. VENENOSA at level 1, POLUIÇÄO at level 9, ÁCIDO at level 17, CANÇÄO at level 21, SUBSTITUTO at level 25, RABO VENENO at level 33, MIMICA at level 41, PODER OCULTO at level 45, SALVA GUARDA at level 49
110 Weezing    : BATER at level 1, RABO VENENO at level 1, HIPER RAIO at level 1, ÁCIDO at level 1, LODO at level 9, ARMAD. ÁCIDA at level 17, P. VENENOSA at level 21, GÁS VENENOSO at level 25, DENTE VENENO at level 33, PÓ VENENOSO at level 44, GOLPE KARATE at level 51, SOCO TONTO at level 58
111 Rhyhorn    : REVERSÄO at level 1, MAGNITUDE at level 1, PEDRA TUMBA at level 1, SOPRO PEDRA at level 1, DESABA PEDRA at level 10, OSSORANGUE at level 15, PODER GRANDE at level 24, ENROLAR at level 29, ROLO COMPR. at level 38, CARGA at level 43, LANÇA PEDRA at level 52, BLOQUEIO at level 57
112 Rhydon     : TELECINÉTICA at level 1, OSSO RÁPIDO at level 1, TERREMOTO at level 1, GOLPE FÚRIA at level 1, PERSEGUIÇÄO at level 10, PODER ANTIGO at level 15, DANÇA PENA at level 24, GÁS VENENOSO at level 29, OSSORANGUE at level 38, ESPINHOS at level 46, ROLO COMPR. at level 58, ATIRAR LAMA at level 66
113 Chansey    : BARRIGADA at level 1, EXPLOSÄO at level 1, EQUIPE DUPLA at level 1, INVESTIDA at level 1, PASSA BATON at level 5, DESEJO at level 9, CORTE FALSO at level 13, GOLPE FÚRIA at level 17, MALDIÇÄO at level 23, CHORO FALSO at level 29, RECUPERAÇÄO at level 35, CÓCEGA at level 41, TERREMOTO at level 49, LAMA ESPORTE at level 57
