--Removing Trade Evolutions--
Made POLIWHIRL evolve into POLITOED at level 37
Made KADABRA evolve into ALAKAZAM at level 37
Made MACHOKE evolve into MACHAMP at level 37
Made GRAVELER evolve into GOLEM at level 37
Made SLOWPOKE evolve into SLOWKING using a PEDRA ÁGUA
Made HAUNTER evolve into GENGAR at level 37
Made ONIX evolve into STEELIX at level 30
Made SEADRA evolve into KINGDRA at level 40
Made SCYTHER evolve into SCIZOR at level 30
Made EEVEE evolve into ESPEON using a PEDRA SOL
Made EEVEE evolve into UMBREON using a PEDRA LUA
Made PORYGON evolve into PORYGON2 at level 30
Made FEEBAS evolve into MILOTIC at level 35
Made CLAMPERL evolve into HUNTAIL at level 30
Made CLAMPERL evolve into GOREBYSS using a PEDRA ÁGUA

--Condensed Level Evolutions--
RHYHORN now evolves into RHYDON at minimum level 40
HORSEA now evolves into SEADRA at minimum level 30
DRAGONAIR now evolves into DRAGONITE at minimum level 40
PUPITAR now evolves into TYRANITAR at minimum level 40
ARON now evolves into LAIRON at minimum level 30
LAIRON now evolves into AGGRON at minimum level 40
TRAPINCH now evolves into VIBRAVA at minimum level 30
VIBRAVA now evolves into FLYGON at minimum level 40
SNORUNT now evolves into GLALIE at minimum level 40
SPHEAL now evolves into SEALEO at minimum level 30
SEALEO now evolves into WALREIN at minimum level 40
SHELGON now evolves into SALAMENCE at minimum level 40
METANG now evolves into METAGROSS at minimum level 40

--Patching for National Dex at Start of Game--
Patch successful!

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
082 Magneton   : ONDA CHOQUE at level 1, METEORO at level 1, BEBER LEITE at level 1, ALVOROÇO at level 1, DEFESA FERRO at level 6, CAPA MÁGICA at level 11, FAÏSCA at level 16, CARGA at level 21, RABO FERRO at level 26, SOM METAL at level 35, AGARRAMENTO at level 44, FRUSTRAÇÄO at level 53, LÂMINA FOLHA at level 62
083 Farfetch’D : CORTE AÉREO at level 1, DANÇA PENA at level 6, SUPERAQUEÇER at level 11, DANÇA ESPADA at level 16, BICADA BROCA at level 21, SALTAR at level 26, VENTANIA at level 31, MOV. ESPELHO at level 36, REVERSÄO at level 41, CONVERSÄO 2 at level 46
084 Doduo      : GOLPE AÉREO at level 1, SALTAR at level 1, PANCADA at level 9, DANÇA PENA at level 13, BICADA BROCA at level 21, CANÇÄO MORTE at level 25, TELA FUMAÇA at level 33, ATAQUE AÉREO at level 37, RAJADA VENTO at level 45
085 Dodrio     : EST. CADENTE at level 1, CORTE AÉREO at level 1, CHUTE DUPLO at level 1, SALTAR at level 1, RAJADA VENTO at level 9, CONVERSÄO 2 at level 13, FÚRIA at level 21, MOV. ESPELHO at level 25, VENTO GILETE at level 38, FRUSTRAÇÄO at level 47, ALVOROÇO at level 60
086 Seel       : HIDRO BOMBA at level 1, DANO SECRETO at level 9, MAU HUMOR at level 17, DANÇA CHUVA at level 21, VINGANÇA at level 29, ESTOCAR at level 37, RETIRADA at level 41, ÁGUA LAMA at level 49
087 Dewgong    : BOLHAS at level 1, AMARRAR at level 1, PÓ DE NEVE at level 1, VENTO GELADO at level 1, SOCO GELO at level 1, RETIRADA at level 9, HIDRO CANHÄO at level 17, BICA D’ÁGUA at level 21, DERRUBAR at level 29, LANÇA-CHAMAS at level 34, BLOQUEIO at level 42, AT. RÁPIDO at level 51, PISOTEAR at level 64
088 Grimer     : POLUIÇÄO at level 1, TERREMOTO at level 1, LER MENTE at level 4, GÁS VENENOSO at level 8, FOGO SAGRADO at level 13, P. VENENOSA at level 19, TÓXICO at level 26, RABO VENENO at level 34, PÓ VENENOSO at level 43, LODO at level 53
089 Muk        : ARMAD. ÁCIDA at level 1, PÓ VENENOSO at level 1, BOMBA LODO at level 1, SONAMBULO at level 4, DESCANSO at level 8, RAIO SINAL at level 13, P. VENENOSA at level 19, ÁCIDO at level 26, LODO at level 34, DENTE VENENO at level 47, OVO-BOMBA at level 61
090 Shellder   : SOPRO PEDRA at level 1, VENTO GILETE at level 1, PINÇA at level 8, MIRAR at level 15, BICA D’ÁGUA at level 22, BOLHAS at level 29, RETIRADA at level 36, DANÇA CHUVA at level 43, AGARRAMENTO at level 50
091 Cloyster   : HIDRO CANHÄO at level 1, LANÇA ARPÄO at level 1, MAU HUMOR at level 1, OCTAZUCA at level 1, TELA FUMAÇA at level 36, RAIO AURORA at level 43
092 Gastly     : RANCOR at level 1, DENTE VENENO at level 1, SOCO SOMBRIO at level 8, BOLA SOMBRIA at level 13, FOCA ENERGIA at level 16, ASSUSTAR at level 21, AMAR.DESTINO at level 28, ATRAÇÄO at level 33, PRESENTE at level 36, POLUIÇÄO at level 41, RECICLAR at level 48
093 Haunter    : RABO VENENO at level 1, NOITE SOMBRA at level 1, LODO at level 1, RANCOR at level 8, RANCOR at level 13, P. VENENOSA at level 16, TÓXICO at level 21, BOLA SOMBRIA at level 25, LAMBIDA at level 31, AMAR.DESTINO at level 39, ARMAD. ÁCIDA at level 45, ASSUSTAR at level 53, RAIO CONFUSO at level 64
094 Gengar     : ASSUSTAR at level 1, AMAR.DESTINO at level 1, LODO at level 1, SOCO TONTO at level 8, SOCO SOMBRIO at level 13, NOITE SOMBRA at level 16, BOLA SOMBRIA at level 21, RANCOR at level 25, DIA DE SOL at level 31, RAIO CONFUSO at level 39, ATIRAR LAMA at level 45, PESADELO at level 53, PÓ VENENOSO at level 64
095 Onix       : LANÇA PEDRA at level 1, TERREMOTO at level 1, TEMP.AREIA at level 8, ESPINHOS at level 12, SOL MATUTINO at level 19, DESABA PEDRA at level 23, PEDRA TUMBA at level 30, ROLO COMPR. at level 34, SOPRO PEDRA at level 41, CLAVA OSSO at level 45, TUMBA AREIA at level 52, MAGNITUDE at level 56
096 Drowzee    : DESCANSO at level 1, BARRAGEM at level 1, REFLEXÄO at level 7, PODER GRANDE at level 11, AMNÉSIA at level 17, TELA CLARA at level 21, PODER ANTIGO at level 27, COME SONHO at level 31, LIMPA LUSTRE at level 37, TELECINÉTICA at level 41, PSÏQUICO at level 47
097 Hypno      : TELEPORTE at level 1, FAREJAR at level 1, RAIO MENTAL at level 1, DESCANSO at level 1, PISOTEAR at level 1, MAR PSÏQUICO at level 7, SUPERPODER at level 11, AMARRAR at level 17, COME SONHO at level 21, TELECINÉTICA at level 29, APRISIONAR at level 35, CANÇÄO MORTE at level 43, LIMPA LUSTRE at level 49, RUGIDO at level 57
098 Krabby     : MAU HUMOR at level 1, SOCO FOGO at level 5, BATE CORPO at level 12, RAIO BOLHAS at level 16, REFLEXÄO at level 23, HIDRO BOMBA at level 27, JATO D’ÁGUA at level 34, MALDIÇÄO at level 38, FURACÄO at level 45, DESABA PEDRA at level 49
099 Kingler    : OVO FERVIDO at level 1, RETIRADA at level 1, ÁGUA LAMA at level 1, OFUSCAR at level 1, HIDRO BOMBA at level 1, MAU HUMOR at level 5, MIRAR at level 12, CAPA MÁGICA at level 16, JATO D’ÁGUA at level 23, BICA D’ÁGUA at level 27, DANÇA CHUVA at level 38, BATER at level 42, GIRO RÁPIDO at level 57, RACHA CRÂNIO at level 65
100 Voltorb    : MIRAR at level 1, ÁGUA LAMA at level 1, ELETROCANHÄO at level 8, CARGA at level 15, OCTAZUCA at level 21, SHOCK TROVÄO at level 27, ONDA TROVÄO at level 32, TROVÄO at level 37, TURBULÊNCIA at level 42, CUSPIR at level 46, GARRA APERTO at level 49
101 Electrode  : ENCARAR at level 1, LER MENTE at level 1, ATAQUE VOLT at level 1, RAIO at level 1, ONDA TROVÄO at level 8, TROVÄO at level 15, EQUIPE DUPLA at level 21, CARGA at level 27, INVESTIDA at level 34, ELETROCANHÄO at level 41, ONDA CHOQUE at level 48, ESPOROS at level 54, UIVAR at level 59
102 Exeggcute  : AROMATERAPIA at level 1, AMNÉSIA at level 1, CHUTE DUPLO at level 1, CHICOTE CIPÓ at level 7, OFUSCAR at level 13, FOLHA MÁGICA at level 19, CAPA MÁGICA at level 25, ABSORVER at level 31, RAIO SOLAR at level 37, TUMBA AREIA at level 43
103 Exeggutor  : SEMENTE BALA at level 1, ESPOROS at level 1, PSICOATAQUE at level 1, PLANTA FÚRIA at level 19, CHICOTE CIPÓ at level 31
104 Cubone     : CAVAR at level 1, TERREMOTO at level 5, MAGNITUDE at level 9, AVANÇO-DUPLO at level 13, ROSNAR at level 17, ATIRAR LAMA at level 21, CABEÇADA at level 25, ATAQUE AREIA at level 29, TAPA DUPLO at level 33, FISSURA at level 37, OVO FERVIDO at level 41, TUMBA AREIA at level 45
105 Marowak    : ESPINHOS at level 1, DIVIDIR DOR at level 1, ATRAÇÄO at level 1, ATIRAR LAMA at level 1, CONVERSÄO 2 at level 5, CAVAR at level 9, FISSURA at level 13, OSSORANGUE at level 17, LAMA-BOFETÄO at level 21, SONAMBULO at level 25, TERREMOTO at level 32, LEMBRANÇA at level 39, MAGNITUDE at level 46, PODER NATIVO at level 53, CLAVA OSSO at level 61
106 Hitmonlee  : RECUPERAÇÄO at level 1, SOCO VELOZ at level 1, VOADORA at level 6, RASTEIRA at level 11, PAGAMENTO at level 16, SOL MATUTINO at level 20, SUPERPODER at level 21, CHUTE TRIPLO at level 26, CONSTRIGIR at level 31, DETECTAR at level 36, REDEMOINHO at level 41, ALVOROÇO at level 46, SUBMISSÄO at level 51
107 Hitmonchan : VOADORA ALTA at level 1, MASTIGAR at level 1, CRESCIMENTO at level 7, CHUTE DUPLO at level 13, OLHAR MAU at level 20, CONVERSÄO at level 26, EMPURRÄO at level 26, CANHÄO PREGO at level 26, QUEBRA TELA at level 32, RASTEIRA at level 38, REVERSÄO at level 44, BEBER LEITE at level 50
108 Lickitung  : SOCO TONTO at level 1, GOLPE CORTE at level 7, GARRA APERTO at level 12, RONCAR at level 18, DIVIDIR DOR at level 23, PSÏQUICO at level 29, SOCO SOMBRIO at level 34, PRESENTE at level 40, ENDURECER at level 45, AT. RÁPIDO at level 51
109 Koffing    : HIPER VOZ at level 1, BATER at level 1, AÇOITAR at level 9, ARMAD. ÁCIDA at level 17, P. VENENOSA at level 21, GÁS VENENOSO at level 25, RABO VENENO at level 33, PÓ VENENOSO at level 41, BOMBA LODO at level 45, ÁCIDO at level 49
110 Weezing    : LODO at level 1, BIS at level 1, POLUIÇÄO at level 1, RABO VENENO at level 1, QUEBRA TELA at level 9, ÁCIDO at level 17, PÓ DE NEVE at level 21, TÓXICO at level 25, EMPURRÄO at level 33, PÓ VENENOSO at level 44, PODER NATIVO at level 51, PRESENTE at level 58
111 Rhyhorn    : TRI ATAQUE at level 1, TERREMOTO at level 1, TEMP.AREIA at level 10, SOPRO PEDRA at level 15, ATAQUE AREIA at level 24, CAVAR at level 29, ATIRAR FIOS at level 38, LAMA-BOFETÄO at level 43, RONCAR at level 52, DESABA PEDRA at level 57
112 Rhydon     : ROLO COMPR. at level 1, FISSURA at level 1, ESPINHOS at level 1, OSSO RÁPIDO at level 1, PEDRA TUMBA at level 10, ATIRAR LAMA at level 15, BERRO at level 24, CAVAR at level 29, LANÇA PEDRA at level 38, HIPER PRESA at level 46, SOPRO PEDRA at level 58, CLAVA OSSO at level 66
113 Chansey    : BLOQUEIO at level 1, TAPA DUPLO at level 1, RECUPERAÇÄO at level 5, FÚRIA at level 9, GARRA APERTO at level 13, ROSNAR at level 17, AT. RÁPIDO at level 23, JATO D’ÁGUA at level 29, CONVERSÄO at level 35, RACHA CRÂNIO at level 41, RECICLAR at level 49, PRESENTE at level 57
114 Tangela    : ESPORO at level 1, MEGACHIFRE at level 1, RABO CHICOTE at level 4, SEMENTE SUGA at level 10, PAGAMENTO at level 13, GUILHOTINA at level 19, VENTO FOGO at level 22, BRAÇO AGULHA at level 28, METRÔNOMO at level 31, ABSORVER at level 37, VENTO PRATA at level 40, PLANTA FÚRIA at level 46
115 Kangaskhan : ASSISTÊNCIA at level 1, ATAQUE FÚRIA at level 1, SENSORIAL at level 7, AMARRAR at level 13, RONCAR at level 19, CARA FEIA at level 25, PAGAMENTO at level 31, RESISTIR at level 37, BARRIGADA at level 43, DEFESA FERRO at level 49
116 Horsea     : FACHADA at level 1, DANÇA CHUVA at level 8, RETIRADA at level 15, DOCE ODOR at level 22, DANO SECRETO at level 29, OCTAZUCA at level 36, BEBER LEITE at level 43, ÁGUA LAMA at level 50
117 Seadra     : HIDRO CANHÄO at level 1, REDEMOINHO at level 1, DETECTAR at level 1, HIPER VOZ at level 1, DANÇA at level 8, OCTAZUCA at level 15, AMNÉSIA at level 22, PISOTEAR at level 29, JATO D’ÁGUA at level 40, PODER OCULTO at level 51, PULSO ÁGUA at level 62
118 Goldeen    : VENTO GELADO at level 1, RABO CHICOTE at level 1, BARRAGEM at level 1, ENDURECER at level 10, BIS at level 15, ESPORTE ÁGUA at level 24, DESATIVAR at level 29, MEGA DRENO at level 38, HIDRO BOMBA at level 43, ÁGUA LAMA at level 52, PINÇA at level 57
119 Seaking    : SEMENTE SUGA at level 1, LANÇA PEDRA at level 1, FURACÄO at level 1, DENTE VENENO at level 1, REDEMOINHO at level 10, ENROLAR at level 15, MEGA SOCO at level 24, OCTAZUCA at level 29, RAIO BOLHAS at level 41, LÂMINA FOLHA at level 49, CRESCIMENTO at level 61, CONSTRIGIR at level 69
120 Staryu     : RETIRADA at level 1, HIDRO BOMBA at level 1, NEBLINA at level 6, BICA D’ÁGUA at level 10, CHORO FALSO at level 15, SUPER PRESA at level 19, BOLHAS at level 24, ESPORTE ÁGUA at level 28, ÁGUA LAMA at level 33, POLUIÇÄO at level 37, OCTAZUCA at level 42, JATO D’ÁGUA at level 46
121 Starmie    : GIGA DRENO at level 1, TRUQUE at level 1, RAIO BOLHAS at level 1, RACHA CRÂNIO at level 1, OCTAZUCA at level 33
122 Mr. Mime   : SENSORIAL at level 1, DOCE ODOR at level 5, MOV. SÏSMICO at level 8, RAIO MENTAL at level 12, TELECINÉTICA at level 15, TELEPORTE at level 19, BICADA BROCA at level 19, MAR PSÏQUICO at level 22, PANCADA at level 26, GOLPE FÚRIA at level 29, COME SONHO at level 33, LINCHAR at level 36, ESPELHO at level 40, RETORNO at level 43, TROCA GOLPE at level 47, NEVASCA at level 50
123 Scyther    : CORTE FÚRIA at level 1, VENTANIA at level 1, CÉU DIRETO at level 6, BRAÇO AGULHA at level 11, MEGACHIFRE at level 16, AFIAR at level 21, AGARRAMENTO at level 26, ATIRAR FIOS at level 31, CHUTE GIRADO at level 36, DANÇA ESPADA at level 41, ATAQUE AÉREO at level 46
124 Jynx       : BOLA DE GELO at level 1, GRANIZO at level 1, SOCO GELO at level 1, VENTO GELADO at level 1, PSÏQUICO at level 9, NEVASCA at level 13, RAIO AURORA at level 21, FRIO POLAR at level 25, RABO CHICOTE at level 35, RAIO GELO at level 41, CAPA MÁGICA at level 51, MEDITAÇÄO at level 57, APRISIONAR at level 67
125 Electabuzz : TROVÄO at level 1, AGUARDAR at level 1, ATAQUE VOLT at level 1, ONDA TROVÄO at level 9, RETORNO at level 17, SONAMBULO at level 25, ESTOCAR at level 36, ONDA CHOQUE at level 47, CARGA at level 58
126 Magmar     : PISOTEAR at level 1, HIPER PRESA at level 1, DIA DE SOL at level 1, BRASAS at level 1, SOCO FOGO at level 7, BERRO at level 13, MINI DESEJO at level 19, DANÇA PÉTALA at level 25, PODER OCULTO at level 33, RODA DE FOGO at level 41, PRESENTE at level 49, AT. RÁPIDO at level 57
127 Pinsir     : VENTO PRATA at level 1, AGULHA DUPLA at level 1, LER MENTE at level 7, RAIO SINAL at level 13, RACHA CRÂNIO at level 19, VENTO GILETE at level 25, SANGUESSUGA at level 31, RABO BRILHO at level 37, FÚRIA at level 43, CORTE FÚRIA at level 49
128 Tauros     : SIGA-ME at level 1, COBIÇA at level 1, BATER at level 4, ABATER at level 8, AMAR.DESTINO at level 13, CAMUFLAGEM at level 19, ESPINHOS at level 26, ENGANAR at level 34, MIRAR at level 43, BLOQUEIO at level 53
129 Magikarp   : GARRA DRAGÄO at level 1, REDEMOINHO at level 15, METRÔNOMO at level 30
130 Gyarados   : ATAQUE ASA at level 1, JATO D’ÁGUA at level 20, VENTANIA at level 25, DANÇA CHUVA at level 30, PINÇA at level 35, CORTE AÉREO at level 40, ESPORTE ÁGUA at level 45, RETIRADA at level 50, PULSO ÁGUA at level 55
131 Lapras     : RAIO GELO at level 1, ESPORTE ÁGUA at level 1, SOPRO PEDRA at level 1, ARRANHÄO at level 7, RETIRADA at level 13, PULSO ÁGUA at level 19, ÁGUA LAMA at level 25, MIRAR at level 31, BOLA DE GELO at level 37, VENTO GELADO at level 43, REDEMOINHO at level 49, NEBLINA at level 55
132 Ditto      : GIRO RÁPIDO at level 1
133 Eevee      : BOLA TEMPO at level 1, AT. RÁPIDO at level 1, CHIFRADA at level 1, MÄOZINHA at level 8, ROSNAR at level 16, VENTO GILETE at level 23, CONVERSÄO at level 30, TURBULÊNCIA at level 36, GÁS VENENOSO at level 42
134 Vaporeon   : CAVAR at level 1, BARRIGADA at level 1, BOLHAS at level 1, BOLA SOMBRIA at level 8, ESFORÇO at level 16, FOLHA MÁGICA at level 23, HIDRO CANHÄO at level 30, ESPORTE ÁGUA at level 36, CONVERSÄO 2 at level 42, PULSO ÁGUA at level 47, GIRO RÁPIDO at level 52
135 Jolteon    : FAÏSCA at level 1, ONDA TROVÄO at level 1, VENTO GILETE at level 1, SOCO TROVÄO at level 8, DESEJO at level 16, CARGA at level 23, RAIO at level 30, SHOCK TROVÄO at level 36, GUILHOTINA at level 42, PLANTA FÚRIA at level 47, ONDA CHOQUE at level 52
136 Flareon    : VOADORA at level 1, MEGA CHUTE at level 1, MEGA SOCO at level 1, ERUPÇÄO at level 8, MINI DESEJO at level 16, RAJADA FOGO at level 23, GIRO FOGO at level 30, SUPERAQUEÇER at level 36, LANÇA-CHAMAS at level 42, ONDA CALOR at level 47, BERRO at level 52
137 Porygon    : BATE CORPO at level 1, MIRAR at level 1, ARRANHÄO at level 1, EST. CADENTE at level 9, BEBER LEITE at level 12, AVANÇO-DUPLO at level 20, OLHAR MAU at level 24, AMARRAR at level 32, DESATIVAR at level 36, ASSUSTAR at level 44, PISOTEAR at level 48
138 Omanyte    : RAIO MENTAL at level 1, LANÇA PEDRA at level 1, PODER ANTIGO at level 13, PULSO ÁGUA at level 19, ROLO COMPR. at level 25, TEMP.AREIA at level 31, DANÇA CHUVA at level 37, PEDRA TUMBA at level 43, MAU HUMOR at level 49, OCTAZUCA at level 55
139 Omastar    : SOPRO PEDRA at level 1, PODER OCULTO at level 1, TAPA DUPLO at level 1, OCTAZUCA at level 1, LANÇA PEDRA at level 13, PODER ANTIGO at level 19, PINÇA at level 25, DESABA PEDRA at level 31, PEDRA TUMBA at level 37, RESISTIR at level 40, RETIRADA at level 46, ERUPÇÄO at level 55, DANÇA CHUVA at level 65
140 Kabuto     : HIDRO BOMBA at level 1, PODER ANTIGO at level 1, MAU HUMOR at level 13, PEDRA TUMBA at level 19, LANÇA PEDRA at level 25, OCTAZUCA at level 31, DESABA PEDRA at level 37, SOPRO PEDRA at level 43, HIPER PRESA at level 49, DANÇA CHUVA at level 55
141 Kabutops   : HIPER RAIO at level 1, FOGO SAGRADO at level 1, PODER ANTIGO at level 1, HIDRO CANHÄO at level 1, ALVOROÇO at level 1, BOLHAS at level 13, DESABA PEDRA at level 19, SOPRO PEDRA at level 25, TEMP.AREIA at level 31, LANÇA PEDRA at level 37, JATO D’ÁGUA at level 40, OCTAZUCA at level 46, PEDRA TUMBA at level 55, BEIJO DOCE at level 65
142 Aerodactyl : ATAQUE AÉREO at level 1, ROLO COMPR. at level 8, PODER ANTIGO at level 15, VENTANIA at level 22, DESABA PEDRA at level 29, FAREJAR at level 36, SALTAR at level 43, SOPRO PEDRA at level 50
143 Snorlax    : PISOTEAR at level 1, METRÔNOMO at level 5, RECUPERAÇÄO at level 9, SUPERSÔNICO at level 13, ARRANHÄO at level 17, VISÄO FUTURA at level 21, DEFESA ANEL at level 25, OFUSCAR at level 29, CRESCIMENTO at level 33, CANÇÄO at level 37, CHARME at level 41, EXPLOSÄO at level 45, INVESTIDA at level 49, AT. RÁPIDO at level 53
144 Articuno   : PISOTEAR at level 1, BICADA at level 1, MOV. ESPELHO at level 13, SOCO GELO at level 25, RAIO GELO at level 37, ATAQUE AÉREO at level 49, ELETROCANHÄO at level 61, LANÇA ARPÄO at level 73, RAJADA VENTO at level 85
145 Zapdos     : CARGA at level 1, ATAQUE AÉREO at level 1, GOLPE AÉREO at level 13, RASTEIRA at level 25, ELETROCANHÄO at level 37, SHOCK TROVÄO at level 49, BICADA at level 61, PROTEÇÄO at level 73, RAIO at level 85
146 Moltres    : RAJADA VENTO at level 1, ATAQUE ASA at level 1, VENTO FOGO at level 13, CHUTE FOGO at level 25, ONDA CALOR at level 37, BICADA BROCA at level 49, CORTE AÉREO at level 61, VENTANIA at level 73, AFIAR at level 85
147 Dratini    : BAFO DRAGÄO at level 1, ATROCIDADE at level 1, INVESTIDA at level 8, GARRA DRAGÄO at level 15, CANHÄO PREGO at level 22, AMAR.DESTINO at level 29, MÄOZINHA at level 36, DANÇA DRAGÄO at level 43, TORNADO at level 50, SOCO TROVÄO at level 57
148 Dragonair  : VENTO GILETE at level 1, ATAQUE FÚRIA at level 1, ABATER at level 1, GARRA DRAGÄO at level 1, ASSISTÊNCIA at level 8, MEDITAÇÄO at level 15, ATROCIDADE at level 22, BAFO DRAGÄO at level 29, DANÇA DRAGÄO at level 38, PRESENTE at level 47, REVIDAR at level 56, MEGA CHUTE at level 65
149 Dragonite  : TORNADO at level 1, GOLPE AÉREO at level 1, BICADA BROCA at level 1, ATROCIDADE at level 1, GOLPE KARATE at level 8, BAFO DRAGÄO at level 15, VENTANIA at level 22, GARRA DRAGÄO at level 29, CÉU DIRETO at level 38, ATAQUE AÉREO at level 47, CORTE AÉREO at level 55, DANÇA PENA at level 61, ROSNAR at level 75
150 Mewtwo     : MEDITAÇÄO at level 1, SOCO TONTO at level 1, HIPER RAIO at level 11, RABO CHICOTE at level 22, AT. RÁPIDO at level 33, CAPA MÁGICA at level 44, ATAQUE AÉREO at level 55, FURACÄO at level 66, ESBOÇO at level 77, BOLA NÉVOA at level 88, REFLEXÄO at level 99
151 Mew        : GOLPE FÚRIA at level 1, TELA CLARA at level 10, PODER GRANDE at level 20, PSÏQUICO at level 30, AGULHA DUPLA at level 40, MEDITAÇÄO at level 50
152 Chikorita  : MEGA DRENO at level 1, GARRA APERTO at level 1, ENRAIZAR at level 8, AROMATERAPIA at level 12, PODER OCULTO at level 15, SOCO GELO at level 22, ABSORVER at level 29, ENDURECER at level 36, ESPOROS at level 43, ESPORO at level 50
153 Bayleef    : GIGA DRENO at level 1, FAREJAR at level 1, REDEMOINHO at level 1, RAIO SOLAR at level 1, FOLHA GILETE at level 8, ESFORÇO at level 12, MEGA DRENO at level 15, ESPORO at level 23, PRESENTE at level 31, SEMENTE BALA at level 39, SAL CHEIROSO at level 47, SOCO TONTO at level 55
154 Meganium   : GRAMA APITO at level 1, ESPREGUISSAR at level 1, DANÇA PÉTALA at level 1, QUEBRA TELA at level 1, FOLHA MÁGICA at level 8, SÏNTESE at level 12, FOLHA GILETE at level 15, ESPOROS at level 23, SONAMBULO at level 31, GOLPE FÚRIA at level 41, ABSORVER at level 51, MEGA DRENO at level 61
155 Cyndaquil  : ONDA CALOR at level 1, ENROLAR at level 1, TERREMOTO at level 6, FOGO SAGRADO at level 12, BRASAS at level 19, CHUTE FOGO at level 27, CAMUFLAGEM at level 36, SALVA GUARDA at level 46
156 Quilava    : OFUSCAR at level 1, MEGA CHUTE at level 1, CHUTE DUPLO at level 1, SINO DA CURA at level 6, ONDA CALOR at level 12, METRÔNOMO at level 21, BEIJO AMÁVEL at level 31, PSÏQUICO at level 42, DIA DE SOL at level 54
157 Typhlosion : CHUTE FOGO at level 1, CHIFRADA at level 1, DIVIDIR DOR at level 1, SUPERAQUEÇER at level 1, SOCO FOGO at level 6, AGULHA DUPLA at level 12, VENTO FOGO at level 21, DETECTAR at level 31, ASSISTÊNCIA at level 45, MINI DESEJO at level 60
158 Totodile   : ESBOÇO at level 1, DANO SECRETO at level 1, ÁGUA LAMA at level 7, DANÇA CHUVA at level 13, JATO D’ÁGUA at level 20, MAU HUMOR at level 27, HIDRO CANHÄO at level 35, BEIJO DOCE at level 43, ESPORTE ÁGUA at level 52
159 Croconaw   : ESPORTE ÁGUA at level 1, BERRO at level 1, ENROLAR at level 1, SUPERSÔNICO at level 7, SOCO TONTO at level 13, MEDITAÇÄO at level 21, HIDRO BOMBA at level 28, PINÇA at level 37, OCTAZUCA at level 45, HIPER VOZ at level 55
160 Feraligatr : BLOQUEIO at level 1, NOITE SOMBRA at level 1, DANÇA CHUVA at level 1, GOLPE FÚRIA at level 1, BIS at level 7, ESPORTE ÁGUA at level 13, HIDRO CANHÄO at level 21, HIDRO BOMBA at level 28, MEGA SOCO at level 38, SONAMBULO at level 47, RETIRADA at level 58
161 Sentret    : CANHÄO PREGO at level 1, CRESCIMENTO at level 4, CAPA MÁGICA at level 7, BERRO at level 12, CÓCEGA at level 17, HIPER VOZ at level 24, EST. CADENTE at level 31, DESEJO at level 40, SOCO FOGO at level 49
162 Furret     : SUPER PRESA at level 1, ATRAÇÄO at level 1, VINGANÇA at level 1, RONCAR at level 4, TELA FUMAÇA at level 7, CONVERSÄO 2 at level 12, TURBULÊNCIA at level 19, MEDITAÇÄO at level 28, BEIJO AMÁVEL at level 37, FURACÄO at level 48, CAMUFLAGEM at level 59
163 Hoothoot   : PASSA BATON at level 1, SALTAR at level 1, ATAQUE AÉREO at level 6, DANÇA PENA at level 11, CORTE AÉREO at level 16, VENTANIA at level 22, MOV. ESPELHO at level 28, ALVOROÇO at level 34, SUPER PRESA at level 48
164 Noctowl    : BATE CORPO at level 1, BIS at level 1, BICADA at level 1, COBIÇA at level 1, RAJADA VENTO at level 6, PAGAMENTO at level 11, CORTE AÉREO at level 16, MEGA CHUTE at level 25, MEGA SOCO at level 33, PODER GRANDE at level 41, SALTAR at level 57
165 Ledyba     : VENTANIA at level 1, ATAQUE AÉREO at level 8, ATIRAR FIOS at level 15, CORTE FÚRIA at level 22, SALTAR at level 22, BICADA at level 22, MOV. ESPELHO at level 29, RAJADA VENTO at level 36, ENCARAR at level 43, VENTO PRATA at level 50
166 Ledian     : MÏSSIL PINO at level 1, BICADA at level 1, CHUTE GIRADO at level 8, MEGACHIFRE at level 15, CARGA at level 24, GOLPE AÉREO at level 24, RUGIDO at level 24, AGULHA DUPLA at level 33, DANÇA PENA at level 42, SALVA GUARDA at level 51, HIDRO BOMBA at level 60
167 Spinarak   : DENTE VENENO at level 1, ATROCIDADE at level 1, GIRO RÁPIDO at level 6, ARMAD. ÁCIDA at level 11, VENTO PRATA at level 17, DETECTAR at level 23, RABO BRILHO at level 30, ATIRAR FIOS at level 37, CUSPIR at level 45, SANGUESSUGA at level 53
168 Ariados    : ARMAD. ÁCIDA at level 1, RABO VENENO at level 1, RAIO SINAL at level 1, P. VENENOSA at level 1, MEGACHIFRE at level 6, DANÇA ESPADA at level 11, EXPLOSÄO at level 17, RABO BRILHO at level 25, CORTE FÚRIA at level 34, SANGUESSUGA at level 43, RUGIDO at level 53, AGULHA DUPLA at level 63
169 Crobat     : BOMBA LODO at level 1, DENTE VENENO at level 1, VENTO FOGO at level 1, LINCHAR at level 1, CORTE AÉREO at level 6, CONFUSÄO at level 11, GÁS VENENOSO at level 16, ÁCIDO at level 21, POLUIÇÄO at level 28, ARMAD. ÁCIDA at level 35, PISOTEAR at level 42, PÓ VENENOSO at level 49, BEBER LEITE at level 56
